AirportCode,AirportName,City,AdministrativeDivision,Country
QGU,Gifu Airport,Gifu,,Japan
KMQ,Komatsu Airport,Kanazawa,,Japan
OKI,Oki Airport,Oki Island,,Japan
TOY,Toyama Airport,Toyama,,Japan
HIJ,Hiroshima Airport,Hiroshima,,Japan
OKJ,Okayama Airport,Okayama,,Japan
IZO,Izumo Airport,Izumo,,Japan
YGJ,Miho Yonago Airport,Miho,,Japan
KCZ,Kōchi Ryōma Airport,Kochi,,Japan
MYJ,Matsuyama Airport,Matsuyama,Shikoku,Japan
ITM,Osaka International Airport,Osaka,,Japan
TTJ,Tottori Airport,Tottori,,Japan
TKS,Tokushima Airport/JMSDF Air Base,Tokushima,,Japan
TAK,Takamatsu Airport,Takamatsu,,Japan
AOJ,Aomori Airport,Aomori,,Japan
GAJ,Yamagata Airport,Yamagata,Honshu,Japan
SDS,Sado Airport,Sado,,Japan
HHE,Hachinohe Airport,Hachinoe,,Japan
HNA,Hanamaki Airport,Hanamaki,,Japan
AXT,Akita Airport,Akita,,Japan
MSJ,Misawa Air Base,Misawa,,Japan
SDJ,Sendai Airport,Sendai,,Japan
NJA,Atsugi Naval Air Facility,Atsugi,,Japan
HAC,Hachijojima Airport,Hachijojima,,Japan
OIM,Oshima Airport,Oshima,,Japan
HND,Tokyo Haneda International Airport,Tokyo,,Japan
OKO,Yokota Air Base,Yokota,Tokyo,Japan
KWJ,Gwangju Airport,Kwangju,,South Korea
CHN,Jeon Ju Airport (G-703),Jhunju,,South Korea
RSU,Yeosu Airport,Yeosu,,South Korea
KAG,Gangneung Airport (K-18),Kangnung,,South Korea
CJU,Jeju International Airport,Cheju,,South Korea
CHF,Jinhae Airbase/Airport (G-813/K-10),Chinhae,,South Korea
PUS,Gimhae International Airport,Busan,,South Korea
USN,Ulsan Airport,Ulsan,,South Korea
SSN,Seoul Air Base (K-16),Seoul East,,South Korea
OSN,Osan Air Base,Osan,,South Korea
GMP,Gimpo International Airport,Seoul,,South Korea
SWU,Suwon Airport,Suwon,,South Korea
KPO,Pohang Airport (G-815/K-3),Pohang,,South Korea
TAE,Daegu Airport,Taegu,,South Korea
YEC,Yecheon Airbase,Yechon,,South Korea
OKA,Naha Airport,Okinawa,Ryukyu Is.,Japan
DNA,Kadena Air Base,Kadena,Okinawa,Japan
ISG,New Ishigaki Airport,Ishigaki,,Japan
UEO,Kumejima Airport,Kumejima,,Japan
MMD,Minami-Daito Airport,Minami Daito,,Japan
MMY,Miyako Airport,Miyako,,Japan
KTD,Kitadaito Airport,Kitadaito,,Japan
SHI,Shimojishima Airport,Shimojishima,,Japan
TRA,Tarama Airport,Tarama,,Japan
RNJ,Yoron Airport,Yoron,,Japan
OGN,Yonaguni Airport,Yonaguni Jima,,Japan
MNL,Ninoy Aquino International Airport,Manila,,Philippines
CBO,Awang Airport,Cotabato,,Philippines
PAG,Pagadian Airport,Pagadian,,Philippines
GES,General Santos International Airport,Romblon,,Philippines
ZAM,Zamboanga International Airport,Zamboanga,,Philippines
BAG,Loakan Airport,Baguio,,Philippines
DTE,Daet Airport,Daet,,Philippines
SJI,San Jose Airport,San Jose,,Philippines
MBO,Mamburao Airport,Mamburao,,Philippines
BQA,Dr.Juan C. Angara Airport,Baler,,Philippines
TAC,Daniel Z. Romualdez Airport,Tacloban,,Philippines
BCD,Bacolod-Silay Airport,Bacolod,,Philippines
DGT,Sibulan Airport,Dumaguete,,Philippines
MPH,Godofredo P. Ramos Airport,Caticlan,,Philippines
ILO,Iloilo International Airport,Iloilo,,Philippines
KLO,Kalibo International Airport,Kalibo,,Philippines
PPS,Puerto Princesa Airport,Puerto Princesa,,Philippines
EUQ,Evelio Javier Airport,San Jose,,Philippines
COC,Comodoro Pierrestegui Airport,Concordia,,Argentina
GHU,Gualeguaychu Airport,Gualeguaychu,,Argentina
JNI,Junin Airport,Junin,,Argentina
PRA,General Urquiza Airport,Parana,,Argentina
ROS,Islas Malvinas Airport,Rosario,,Argentina
SFN,Sauce Viejo Airport,Santa Fe,,Argentina
AEP,Jorge Newbery Airpark,Buenos Aires,,Argentina
COR,Ingeniero Ambrosio Taravella Airport,Cordoba,,Argentina
FDO,San Fernando Airport,San Fernando,,Argentina
LPG,La Plata Airport,La Plata,,Argentina
EPA,El Palomar Airport,El Palomar,,Argentina
HOS,Chos Malal Airport,Chosmadal,,Argentina
GNR,Dr. Arturo H. Illia Airport,Fuerte Gral Roca,,Argentina
MDZ,El Plumerillo Airport,Mendoza,,Argentina
LGS,Comodoro D.R. Salomón Airport,Malargue,,Argentina
AFA,Suboficial Ay Santiago Germano Airport,San Rafael,,Argentina
CTC,Catamarca Airport,Catamarca,,Argentina
SDE,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,,Argentina
IRJ,Capitan V A Almonacid Airport,La Rioja,,Argentina
TUC,Teniente Benjamin Matienzo Airport,Tucuman,,Argentina
UAQ,Domingo Faustino Sarmiento Airport,San Juan,,Argentina
RCU,Area De Material Airport,Rio Cuarto,,Argentina
VDR,Villa Dolores Airport,Villa Dolores,,Argentina
VME,Villa Reynolds Airport,Villa Reynolds,,Argentina
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,,Argentina
CNQ,Corrientes Airport,Corrientes,,Argentina
RES,Resistencia International Airport,Resistencia,,Argentina
FMA,Formosa Airport,Formosa,,Argentina
IGR,Cataratas Del Iguazú International Airport,Iguazu Falls,,Argentina
AOL,Paso De Los Libres Airport,Paso De Los Libres,,Argentina
MCS,Monte Caseros Airport,Monte Caseros,,Argentina
PSS,Libertador Gral D Jose De San Martin Airport,Posadas,,Argentina
PRQ,Termal Airport,Presidencia R.s.pena,,Argentina
SLA,Martin Miguel De Guemes International Airport,Salta,,Argentina
JUJ,Gobernador Horacio Guzman International Airport,Jujuy,,Argentina
ORA,Orán Airport,Oran,,Argentina
ELO,El Dorado Airport,El Dorado,,Argentina
OYA,Goya Airport,Goya,,Argentina
RCQ,Reconquista Airport,Reconquista,,Argentina
UZU,Curuzu Cuatia Airport,Curuzu Cuatia,,Argentina
EHL,El Bolson Airport,El Bolson,,Argentina
CRD,General E. Mosconi Airport,Comodoro Rivadavia,,Argentina
EQS,Brigadier Antonio Parodi Airport,Esquel,,Argentina
REL,Almirante Marco Andres Zar Airport,Trelew,,Argentina
VDM,Gobernador Castello Airport,Viedma,,Argentina
PMY,El Tehuelche Airport,Puerto Madryn,,Argentina
PUD,Puerto Deseado Airport,Puerto Deseado,,Argentina
RGA,Hermes Quijada International Airport,Rio Grande,,Argentina
RGL,Piloto Civil N. Fernández Airport,Rio Gallegos,,Argentina
USH,Malvinas Argentinas Airport,Ushuaia,,Argentina
ULA,Capitan D Daniel Vazquez Airport,San Julian,,Argentina
PMQ,Perito Moreno Airport,Perito Moreno,,Argentina
RZA,Santa Cruz Airport,Santa Cruz,,Argentina
BHI,Comandante Espora Airport,Bahia Blanca,,Argentina
CSZ,Brigadier D.H.E. Ruiz Airport,Colonel Suarez,,Argentina
OVR,Olavarria Airport,Olavarria,,Argentina
GPO,General Pico Airport,General Pico,,Argentina
OYO,Tres Arroyos Airport,Tres Arroyos,,Argentina
MDQ,Ástor Piazzola International Airport,Mar Del Plata,,Argentina
NQN,Presidente Peron Airport,Neuquen,,Argentina
PEH,Comodoro Pedro Zanni Airport,Pehuajo,,Argentina
RSA,Santa Rosa Airport,Santa Rosa,,Argentina
BRC,San Carlos De Bariloche Airport,San Carlos De Bariloche,,Argentina
TDL,Héroes De Malvinas Airport,Tandil,,Argentina
VLG,Villa Gesell Airport,Villa Gesell,,Argentina
CUT,Cutral-Co Airport,Cutralco,,Argentina
CPC,Aviador C. Campos Airport,San Martin Des Andes,,Argentina
CDJ,Conceição do Araguaia Airport,Conceicao Do Araguaia,,Brazil
AQA,Araraquara Airport,Araracuara,,Brazil
AJU,Santa Maria Airport,Aracaju,,Brazil
AFL,Piloto Osvaldo Marques Dias Airport,Alta Floresta,,Brazil
ARU,Araçatuba Airport,Aracatuba,,Brazil
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,,Brazil
BGX,Comandante Gustavo Kraemer Airport,Bage,,Brazil
PLU,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Mg-Pampulha,Brazil
BFH,Bacacheri Airport,Curitiba,,Brazil
BSB,Presidente Juscelino Kubistschek International Airport,Brasilia,,Brazil
BAU,Bauru Airport,Bauru,,Brazil
BVB,Atlas Brasil Cantanhede Airport,Boa Vista,,Brazil
BPG,Barra do Garças Airport,Barra Do Garcas,Mt,Brazil
CAC,Cascavel Airport,Cascavel,Parana,Brazil
CNF,Tancredo Neves International Airport,Belo Horizonte,,Brazil
CGR,Campo Grande Airport,Campo Grande,,Brazil
XAP,Serafin Enoss Bertaso Airport,Chapeco,,Brazil
CLN,Brig. Lysias Augusto Rodrigues Airport,Carolina,,Brazil
CCM,Diomício Freitas Airport,Criciuma,Sta.Catarina,Brazil
CAW,Bartolomeu Lisandro Airport,Campos,,Brazil
CMG,Corumbá International Airport,Corumba,Mato Grosso,Brazil
CWB,Afonso Pena Airport,Curitiba,Parana,Brazil
CRQ,Caravelas Airport,Caravelas,,Brazil
CXJ,Hugo Cantergiani Regional Airport,Caxias Do Sul,,Brazil
CGB,Marechal Rondon Airport,Cuiaba,Mato Grosso,Brazil
CZS,Cruzeiro do Sul Airport,Cruzeiro do Sul,Acre,Brazil
PPB,Presidente Prudente Airport,President Prudente,,Brazil
MAO,Eduardo Gomes International Airport,Manaus,,Brazil
JCR,Jacareacanga Airport,Jacare-acanga,Pa,Brazil
IGU,Cataratas International Airport,Foz Do Iguacu,,Brazil
FLN,Hercílio Luz International Airport,Florianopolis,,Brazil
FEN,Fernando de Noronha Airport,Fernando Do Noronha,,Brazil
FOR,Pinto Martins International Airport,Fortaleza,Ceara,Brazil
GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,,Brazil
GJM,Guajará-Mirim Airport,Guajara-mirim,,Brazil
GYN,Santa Genoveva Airport,Goiania,,Brazil
GRU,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,,Brazil
GUJ,Guaratinguetá Airport,Guaratingueta,,Brazil
ATM,Altamira Airport,Altamira,,Brazil
ITA,Itacoatiara Airport,Itaituba,,Brazil
ITB,Itaituba Airport,Itaituba,,Brazil
IOS,Bahia - Jorge Amado Airport,Ilheus,,Brazil
IPN,Usiminas Airport,Ipatinga,,Brazil
ITR,Francisco Vilela do Amaral Airport,Itumbiara,,Brazil
IMP,Prefeito Renato Moreira Airport,Imperatriz,,Brazil
JDF,Francisco de Assis Airport,Juiz De Fora,,Brazil
JPA,Presidente Castro Pinto International Airport,Joao Pessoa,,Brazil
JOI,Lauro Carneiro de Loyola Airport,Joinville,,Brazil
CPV,Presidente João Suassuna Airport,Campina Grande,,Brazil
VCP,Viracopos International Airport,Campinas,,Brazil
LAJ,Lages Airport,Lajes,,Brazil
LIP,Lins Airport,Lins,,Brazil
LDB,Governador José Richa Airport,Londrina,,Brazil
LAZ,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,,Brazil
MAB,João Correa da Rocha Airport,Maraba,,Brazil
MEU,Monte Dourado Airport,Almeirim,Pa,Brazil
MGF,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,,Brazil
MOC,Mário Ribeiro Airport,Montes Claros,,Brazil
PLL,Ponta Pelada Airport,Manaus,Am,Brazil
MCZ,Zumbi dos Palmares Airport,Maceio,Alagoas,Brazil
MCP,Alberto Alcolumbre Airport,Macapa,Amapa,Brazil
MVF,Dix-Sept Rosado Airport,Mocord,,Brazil
MNX,Manicoré Airport,Manicore,Am,Brazil
NVT,Ministro Victor Konder International Airport,Navegantes,,Brazil
GEL,Santo Ângelo Airport,Santo Angelo,,Brazil
NAT,Governador Aluízio Alves International Airport,Natal,,Brazil
OYK,Oiapoque Airport,Oioiapoque,,Brazil
POA,Salgado Filho Airport,Porto Alegre,,Brazil
PHB,Prefeito Doutor João Silva Filho Airport,Parnaiba,Piaui,Brazil
POO,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,,Brazil
PFB,Lauro Kurtz Airport,Passo Fundo,,Brazil
PET,João Simões Lopes Neto International Airport,Pelotas,,Brazil
PNZ,Senador Nilo Coelho Airport,Petrolina,,Brazil
PNB,Porto Nacional Airport,Porto Nacional,,Brazil
PMG,Ponta Porã Airport,Ponta Pora,,Brazil
PVH,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,,Brazil
RBR,Plácido de Castro Airport,Rio Branco,,Brazil
REC,Guararapes - Gilberto Freyre International Airport,Recife,,Brazil
SDU,Santos Dumont Airport,Rio De Janeiro,,Brazil
RAO,Leite Lopes Airport,Ribeirao Preto,,Brazil
SNZ,Santa Cruz Air Force Base,Rio De Janeiro,,Brazil
SJK,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,,Brazil
SLZ,Marechal Cunha Machado International Airport,Sao Luis,Maranhao,Brazil
CGH,Congonhas Airport,Sao Paulo,,Brazil
SJP,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,,Brazil
SSZ,Base Aérea de Santos Airport,Santos,,Brazil
SSA,Deputado Luiz Eduardo Magalhães International Airport,Salvador,,Brazil
TMT,Trombetas Airport,Oriximina,,Brazil
THE,Senador Petrônio Portela Airport,Teresina,Piaui,Brazil
TFF,Tefé Airport,Tefe,,Brazil
TRQ,Tarauacá Airport,Tarauaca,,Brazil
TEC,Telêmaco Borba Airport,Telemaco Borba,Pr,Brazil
TBT,Tabatinga Airport,Tabatinga,,Brazil
TUR,Tucuruí Airport,Tucurui,,Brazil
SJL,São Gabriel da Cachoeira Airport,Sao Gabriel,,Brazil
PAV,Paulo Afonso Airport,Paulo Alfonso,,Brazil
URG,Rubem Berta Airport,Uruguaiana,,Brazil
UDI,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,,Brazil
UBA,Mário de Almeida Franco Airport,Uberaba,,Brazil
VAG,Major Brigadeiro Trompowsky Airport,Varginha,,Brazil
BVH,Brigadeiro Camarão Airport,Vilhena,,Brazil
VIX,Eurico de Aguiar Salles Airport,Vitoria,Espirito Santo,Brazil
QPS,Campo Fontenelle Airport,Piracununga,,Brazil
ARI,Chacalluta Airport,Arica,,Chile
BBA,Balmaceda Airport,Balmaceda,,Chile
CCH,Chile Chico Airport,Chile Chico,,Chile
CJC,El Loa Airport,Calama,,Chile
YAI,Gral. Bernardo O´Higgins Airport,Chillan,,Chile
PUQ,Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,,Chile
GXQ,Teniente Vidal Airport,Coyhaique,,Chile
IQQ,Diego Aracena Airport,Iquique,,Chile
SCL,Comodoro Arturo Merino Benítez International Airport,Santiago,,Chile
ANF,Andrés Sabella Gálvez International Airport,Antofagasta,,Chile
WPR,Capitan Fuentes Martinez Airport Airport,Porvenir,,Chile
FFU,Futaleufú Airport,Futaleufu,,Chile
LSQ,María Dolores Airport,Los Angeles,,Chile
WPU,Guardiamarina Zañartu Airport,Puerto Williams,,Chile
CCP,Carriel Sur Airport,Concepcion,,Chile
IPC,Mataveri Airport,Easter Island,,Chile
ZOS,Cañal Bajo Carlos - Hott Siebert Airport,Osorno,,Chile
VLR,Vallenar Airport,Vallenar,,Chile
QRC,De La Independencia Airport,Rancagua,,Chile
TNM,Teniente Rodolfo Marsh Martin Base,Isla Rey Jorge,,Antarctica
LSC,La Florida Airport,La Serena,,Chile
PZS,Maquehue Airport,Temuco,,Chile
PMC,El Tepual Airport,Puerto Montt,,Chile
WCH,Chaitén Airport,Chaiten,,Chile
ZAL,Pichoy Airport,Valdivia,,Chile
ATF,Chachoán Airport,Ambato,,Ecuador
OCC,Francisco De Orellana Airport,Coca,,Ecuador
CUE,Mariscal Lamar Airport,Cuenca,,Ecuador
GPS,Seymour Airport,Galapagos,,Ecuador
GYE,José Joaquín de Olmedo International Airport,Guayaquil,,Ecuador
LTX,Cotopaxi International Airport,Latacunga,,Ecuador
MRR,Jose Maria Velasco Ibarra Airport,Macara,,Ecuador
XMS,Coronel E Carvajal Airport,Macas,,Ecuador
MCH,General Manuel Serrano Airport,Machala,,Ecuador
MEC,Eloy Alfaro International Airport,Manta,,Ecuador
PVO,Reales Tamarindos Airport,Portoviejo,,Ecuador
UIO,Mariscal Sucre International Airport,Quito,,Ecuador
ETR,Santa Rosa International Airport,Santa Rosa,,Ecuador
SNC,General Ulpiano Paez Airport,Salinas,,Ecuador
TPC,Tarapoa Airport,Tarapoa,,Ecuador
TUA,Teniente Coronel Luis a Mantilla Airport,Tulcan,,Ecuador
ASU,Silvio Pettirossi International Airport,Asuncion,,Paraguay
AYO,Juan De Ayolas Airport,Ayolas,,Paraguay
CIO,Teniente Col Carmelo Peralta Airport,Conception,,Paraguay
ESG,Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,,Paraguay
PIL,Carlos Miguel Gimenez Airport,Pilar,,Paraguay
AXM,El Eden Airport,Armenia,,Colombia
PUU,Tres De Mayo Airport,Puerto Asis,,Colombia
ELB,Las Flores Airport,El Banco,,Colombia
BGA,Palonegro Airport,Bucaramanga,,Colombia
BOG,El Dorado International Airport,Bogota,,Colombia
BAQ,Ernesto Cortissoz International Airport,Barranquilla,,Colombia
BSC,José Celestino Mutis Airport,Bahia Solano,,Colombia
BUN,Gerardo Tobar López Airport,Buenaventura,,Colombia
CUC,Camilo Daza International Airport,Cucuta,,Colombia
CTG,Rafael Nuñez International Airport,Cartagena,,Colombia
CLO,Alfonso Bonilla Aragon International Airport,Cali,,Colombia
TCO,La Florida Airport,Tumaco,,Colombia
CZU,Las Brujas Airport,Corozal,,Colombia
EJA,Yariguíes Airport,Barrancabermeja,,Colombia
FLA,Gustavo Artunduaga Paredes Airport,Florencia,,Colombia
GIR,Santiago Vila Airport,Girardot,,Colombia
GPI,Juan Casiano Airport,Guapi,,Colombia
IBE,Perales Airport,Ibague,,Colombia
IPI,San Luis Airport,Ipiales,,Colombia
APO,Antonio Roldan Betancourt Airport,Carepa,,Colombia
MCJ,Jorge Isaac Airport,La Mina,,Colombia
LET,Alfredo Vásquez Cobo International Airport,Leticia,,Colombia
EOH,Enrique Olaya Herrera Airport,Medellin,,Colombia
MGN,Baracoa Airport,Magangue,,Colombia
MTR,Los Garzones Airport,Monteria,,Colombia
MVP,Fabio Alberto Leon Bentley Airport,Mitu,,Colombia
MZL,La Nubia Airport,Manizales,,Colombia
NVA,Benito Salas Airport,Neiva,,Colombia
OCV,Aguas Claras Airport,Ocana,,Colombia
OTU,Otu Airport,Otu,,Colombia
PCR,German Olano Airport,Puerto Carreno,,Colombia
PEI,Matecaña International Airport,Pereira,,Colombia
PTX,Pitalito Airport,Pitalito,,Colombia
PPN,Guillermo León Valencia Airport,Popayan,,Colombia
PSO,Antonio Narino Airport,Pasto,,Colombia
PVA,El Embrujo Airport,Providencia,,Colombia
MQU,Mariquita Airport,Mariquita,,Colombia
MDE,Jose Maria Córdova International Airport,Rio Negro,,Colombia
RCH,Almirante Padilla Airport,Rio Hacha,,Colombia
SJE,Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,,Colombia
SMR,Simón Bolívar International Airport,Santa Marta,,Colombia
ADZ,Gustavo Rojas Pinilla International Airport,San Andres Island,,Colombia
SVI,Eduardo Falla Solano Airport,San Vincente De Caguan,,Colombia
TME,Gustavo Vargas Airport,Tame,,Colombia
AUC,Santiago Perez Airport,Arauca,,Colombia
UIB,El Caraño Airport,Quibdo,,Colombia
ULQ,Heriberto Gíl Martínez Airport,Tulua,,Colombia
VUP,Alfonso López Pumarejo Airport,Valledupar,,Colombia
VVC,Vanguardia Airport,Villavicencio,,Colombia
BJO,Bermejo Airport,Bermejo,,Bolivia
CBB,Jorge Wilsterman International Airport,Cochabamba,,Bolivia
CCA,Chimore Airport,Chapacura,,Bolivia
CIJ,Capitán Aníbal Arab Airport,Cobija,,Bolivia
LPB,El Alto International Airport,La Paz,,Bolivia
ORU,Juan Mendoza Airport,Oruro,,Bolivia
POI,Capitan Nicolas Rojas Airport,Potosi,,Bolivia
PSZ,Capitán Av. Salvador Ogaya G. airport,Puerto Suarez,,Bolivia
SBL,Santa Ana Del Yacuma Airport,Santa Ana,,Bolivia
SRE,Juana Azurduy De Padilla Airport,Sucre,,Bolivia
TJA,Capitan Oriel Lea Plaza Airport,Tarija,,Bolivia
TDD,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,,Bolivia
VLM,Teniente Coronel Rafael Pabón Airport,Villa Montes,,Bolivia
VVI,Viru Viru International Airport,Santa Cruz,,Bolivia
BYC,Yacuiba Airport,Yacuiba,,Bolivia
PBM,Johan Adolf Pengel International Airport,Zandery,,Suriname
CAY,Cayenne-Rochambeau Airport,Cayenne,,French Guiana
OYP,Saint-Georges-de-l'Oyapock Airport,St.-georges Oyapock,,French Guiana
AOP,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,,Peru
IBP,Iberia Airport,Iberia,,Peru
PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,,Peru
CHM,Teniente FAP Jaime A De Montreuil Morales Airport,Chimbote,,Peru
CIX,Capitan FAP Jose A Quinones Gonzales International Airport,Chiclayo,,Peru
AYP,Coronel FAP Alfredo Mendivil Duarte Airport,Ayacucho,,Peru
ANS,Andahuaylas Airport,Andahuaylas,,Peru
ATA,Comandante FAP German Arias Graziani Airport,Anta,,Peru
LIM,Jorge Chávez International Airport,Lima,,Peru
JJI,Juanjui Airport,Juanjui,,Peru
JAU,Francisco Carle Airport,Jauja,,Peru
JUL,Inca Manco Capac International Airport,Juliaca,,Peru
ILQ,Ilo Airport,Ilo,,Peru
TBP,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,,Peru
YMS,Moises Benzaquen Rengifo Airport,Yurimaguas,,Peru
CHH,Chachapoyas Airport,Chachapoyas,,Peru
IQT,Coronel FAP Francisco Secada Vignetta International Airport,Iquitos,,Peru
AQP,Rodríguez Ballón International Airport,Arequipa,,Peru
TRU,Capitan FAP Carlos Martinez De Pinillos International Airport,Trujillo,,Peru
PIO,Capitán FAP Renán Elías Olivera International Airport,Pisco,,Peru
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,,Peru
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,,Peru
PEM,Padre Aldamiz International Airport,Puerto Maldonado,,Peru
PIU,Capitán FAP Guillermo Concha Iberico International Airport,Piura,,Peru
TYL,Capitan Montes Airport,Talara,,Peru
CUZ,Alejandro Velasco Astete International Airport,Cuzco,,Peru
DZO,Santa Bernardina International Airport,Durazno,,Uruguay
MVD,Carrasco International /General C L Berisso Airport,Montevideo,,Uruguay
STY,Nueva Hesperides International Airport,Salto,,Uruguay
AGV,Oswaldo Guevara Mujica Airport,Acarigua,,Venezuela
AAO,Anaco Airport,Anaco,,Venezuela
BLA,General José Antonio Anzoategui International Airport,Barcelona,,Venezuela
BNS,Barinas Airport,Barinas,,Venezuela
BRM,Barquisimeto International Airport,Barquisimeto,,Venezuela
CBL,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",Ciudad Bolivar,,Venezuela
CXA,Caicara del Orinoco Airport,Caicara De Orinoco,,Venezuela
CLZ,Calabozo Airport,Calabozo,,Venezuela
CAJ,Canaima Airport,Canaima,,Venezuela
VCR,Carora Airport,Carora,,Venezuela
CUP,General Francisco Bermúdez Airport,Carupano,,Venezuela
CZE,José Leonardo Chirinos Airport,Coro,,Venezuela
CUM,Cumaná (Antonio José de Sucre) Airport,Cumana,,Venezuela
